Country,Year,Happiness Score,GDP per Capita,Social Support,Life Expectancy,Freedom,Generosity,Corruption
Spain,2022,6.336902141571045,10.587491989135742,0.9338998794555664,72.4749984741211,0.7814088463783264,0.0012083104811608791,0.6731119155883789
South Korea,2022,5.950013637542725,10.72598648071289,0.8100351095199585,73.92500305175781,0.7234799265861511,0.003421420231461525,0.747344434261322
Switzerland,2022,6.883844375610352,11.184120178222656,0.8807874321937561,73.0999984741211,0.848361074924469,0.1281312257051468,0.2346200942993164
Albania,2022,5.212213039398193,9.626482963562012,0.7240896224975586,69.17500305175781,0.8022497892379761,-0.06598725914955139,0.8455019593238831
Slovenia,2022,6.723397731781006,10.6441650390625,0.9417567253112793,71.2249984741211,0.9303818345069885,0.10148067772388458,0.7622082233428955
Poland,2022,6.66626501083374,10.50880241394043,0.8864467740058899,69.2249984741211,0.8000186085700989,-0.20658734440803528,0.6670247316360474
Argentina,2022,6.260993480682373,10.011404991149902,0.8933295607566833,67.25,0.825188934803009,-0.12750622630119324,0.8100374341011047
Senegal,2022,4.906819820404053,8.18017578125,0.6091886758804321,60.29999923706055,0.7584719657897949,0.05187581852078438,0.8542311787605286
Armenia,2022,5.3819427490234375,9.667765617370605,0.8111692667007446,67.92500305175781,0.7895985245704651,-0.1543254405260086,0.7047304511070251
Saudi Arabia,2022,6.38161039352417,10.780559539794922,0.9001045227050781,64.5999984741211,,-0.027261314913630486,
Taiwan Province of China,2022,6.607147216796875,,0.8828195333480835,,0.8001916408538818,,0.6575559377670288
Russia,2022,6.04407262802124,10.202866554260254,0.9198510050773621,65.32499694824219,0.776063859462738,-0.07043763995170593,0.7665226459503174
Australia,2022,7.034696102142334,10.85352897644043,0.9416733384132385,71.125,0.8537769913673401,0.1534646600484848,0.545216977596283
Romania,2022,6.436973571777344,10.404129028320312,0.8303367495536804,67.17500305175781,0.8363665342330933,-0.1719697266817093,0.9414879083633423
Sierra Leone,2022,2.560429573059082,7.401130676269531,0.5021677017211914,55.29999923706055,0.6595963835716248,0.10053613036870956,0.8618373870849609
Mozambique,2022,4.739677429199219,7.120275497436523,0.7106999158859253,51.75,0.8840880990028381,0.047219496220350266,0.6878216862678528
Uruguay,2022,6.6708526611328125,10.084120750427246,0.9048252105712891,67.5,0.8779686093330383,-0.05166824162006378,0.6313366889953613
Morocco,2022,4.59609317779541,8.995898246765137,0.5635776519775391,64.0,0.7947052121162415,-0.2541082203388214,0.8021376729011536
Vietnam,2022,6.26650857925415,9.332854270935059,0.8787440061569214,65.5999984741211,0.9754051566123962,-0.17898699641227722,0.7034229040145874
Malta,2022,6.299238204956055,,0.9320827722549438,71.6500015258789,0.8375440835952759,,0.7575398087501526
Tunisia,2022,4.260868072509766,9.265902519226074,0.7547398209571838,67.05000305175781,0.47418925166130066,-0.2308521568775177,0.9084365367889404
Ecuador,2022,5.887132167816162,9.290071487426758,0.8251397013664246,69.25,0.7585872411727905,-0.07998794317245483,0.8657894730567932
Malawi,2022,3.3555634021759033,7.295767784118652,0.5033251643180847,58.75,0.7435716390609741,0.02047371305525303,0.7549264430999756
Madagascar,2022,4.019134044647217,7.290209770202637,0.6424293518066406,58.04999923706055,0.523492693901062,0.07543767988681793,0.74040287733078
Luxembourg,2022,7.227934837341309,11.65994930267334,0.8779169917106628,71.67500305175781,0.9151099324226379,0.023949623107910156,0.34517645835876465
Cameroon,2022,4.712408065795898,8.227441787719727,0.6291086077690125,56.525001525878906,0.6745063662528992,0.025319203734397888,0.8493253588676453
Lithuania,2022,7.037577152252197,10.601837158203125,0.9370965361595154,67.75,0.7096622586250305,-0.19084183871746063,0.684991180896759
Liberia,2022,4.04226016998291,7.27675199508667,0.5968910455703735,56.70000076293945,0.7316405773162842,0.1543213427066803,0.828494131565094
Canada,2022,6.917935371398926,10.803366661071777,0.9291015267372131,71.44999694824219,0.8382639288902283,0.22154192626476288,0.4420001804828644
Lebanon,2022,2.3524277210235596,9.428472518920898,0.5345284342765808,66.2249984741211,0.44957542419433594,-0.12551385164260864,0.8829959630966187
Latvia,2022,6.054838180541992,10.406678199768066,0.92808997631073,66.5,0.817082405090332,0.018949264660477638,0.8442295789718628
Zimbabwe,2022,3.29621958732605,7.6701226234436035,0.6661719083786011,54.525001525878906,0.6519871354103088,-0.06951328366994858,0.7526320815086365
Chad,2022,4.396646022796631,7.261128902435303,0.7196717858314514,53.125,0.6794795393943787,0.22116167843341827,0.8054244518280029
Mauritania,2022,4.7238688468933105,8.590913772583008,0.6479756236076355,60.474998474121094,0.6240289807319641,-0.012799613177776337,0.657092809677124
Mauritius,2022,5.7405009269714355,10.006891250610352,0.8870362043380737,63.82500076293945,0.7981438040733337,-0.03753252327442169,0.7689536213874817
Mali,2022,4.210547924041748,7.645281791687012,0.6416252255439758,55.79999923706055,0.817642867565155,-0.0192033089697361,0.7456467151641846
Mongolia,2022,5.787830352783203,9.388139724731445,0.9513360261917114,60.599998474121094,0.7170596718788147,0.21385179460048676,0.846957802772522
Bulgaria,2022,5.3783488273620605,10.137581825256348,0.9527610540390015,66.5999984741211,0.7413594126701355,-0.14521269500255585,0.9416257739067078
Mexico,2022,7.0383687019348145,9.876176834106445,0.8583608865737915,65.80000305175781,0.8608891367912292,-0.1207418292760849,0.780077338218689
Togo,2022,4.238982200622559,7.685194492340088,0.5789300799369812,57.70000076293945,0.6957224607467651,0.006935478653758764,0.7131811380386353
Moldova,2022,5.686611652374268,9.540007591247559,0.81673264503479,65.69999694824219,0.8285158276557922,-0.08721943199634552,0.8847888112068176
Brazil,2022,6.257079601287842,9.61054801940918,0.8658097386360168,65.92500305175781,0.8297713398933411,-0.06069054827094078,0.7419635057449341
